sentences,sentenceIndex,paragraphIndex,section,wikiId
"That same evening, 14 years ago, I got a call from a music writer telling me that my two albums were being reissued.",5,6,== Biography == | === Cult status and comeback ===,1047779
"A shock is not gonna get much bigger than that, David [...]",6,6,== Biography == | === Cult status and comeback ===,1047779
It was astonishing to me.,7,6,== Biography == | === Cult status and comeback ===,1047779
I won't ever really be able to believe that it happened.,8,6,== Biography == | === Cult status and comeback ===,1047779
That's how I feel about it.,9,6,== Biography == | === Cult status and comeback ===,1047779
"I had come to terms with the fact that I was deleted, but that I had always kept writing songs anyway and that was good enough.",10,6,== Biography == | === Cult status and comeback ===,1047779
"In 2004, the British label Wooden Hill released a collection of demos recorded between 1966 and 1970 entitled From the Bottom of an Old Grandfather Clock.",0,7,== Biography == | === Cult status and comeback ===,1047779
In 2005 his late 1970s recordings were released January 2005.,1,7,== Biography == | === Cult status and comeback ===,1047779
"Entitled Tomorrow, Tomorrow & Tomorrow, it was credited to the Bill Fay Group and was released on the Durtro Jnana label.",2,7,== Biography == | === Cult status and comeback ===,1047779
"The compilation album Still Some Light appeared on the Coptic Cat label in 2010, a double CD containing a mix of older material and newer, home-recorded songs.",3,7,== Biography == | === Cult status and comeback ===,1047779
"Life is People, released 21 August 2012 on Dead Oceans, is his first new studio LP in over 40 years.",4,7,== Biography == | === Cult status and comeback ===,1047779
"A new album by Bill Fay was released in April 2015, titled Who Is the Sender?'.",5,7,== Biography == | === Cult status and comeback ===,1047779
"The second album track, ""War Machine"", came out as a single in February 2015.A feature article entitled ""Bill Fay Was a Hidden Gem.",6,7,== Biography == | === Cult status and comeback ===,1047779
"One Musician Made Finding Him a Mission"" was published in the New York Times on January 15, 2020.His most recent album, Countless Branches, was released on 17 January 2020.",7,7,== Biography == | === Cult status and comeback ===,1047779
==,0,8,== Covers and appreciation ==,1047779
Covers and appreciation ==,1,8,== Covers and appreciation ==,1047779
"The American band Wilco has played Fay's song ""Be Not So Fearful"" in live performances and the band's singer, Jeff Tweedy, can be heard singing it in the documentary, I Am Trying to Break Your Heart: A Film About Wilco.",0,9,== Covers and appreciation ==,1047779
"Fay has joined the band and Tweedy onstage for the rendition of the song at shows at the Shepherd's Bush Empire in 2007, and at the Union Chapel, Islington in 2010 respectively, both in London.",1,9,== Covers and appreciation ==,1047779
"The English singer-songwriter and pianist John Howard recorded a cover version of the song ""Be Not So Fearful"" for his E.P. Songs for the Lost and Found (2008).",2,9,== Covers and appreciation ==,1047779
"The song ""Be Not So Fearful"" was also covered by Ed Harcourt on the benefit compilation album Songs to Save a Life - In Aid of Samaritans (2011).",3,9,== Covers and appreciation ==,1047779
"A cover version of Fay's ""Pictures of Adolf Again"", by producer and musician Jim O'Rourke and Wilco drummer Glenn Kotche, can be heard in the film from Kōji Wakamatsu, United Red Army.",0,10,== Covers and appreciation ==,1047779
"The title track of ""Time of the Last Persecution"" became a live standard of the British Apocalyptic folk group, Current 93.The band Okkervil River covered Fay's song ""Plan D"" on their Golden Opportunities 2  EP in 2011.",1,10,== Covers and appreciation ==,1047779
"The American band The War on Drugs covered Fay's song ""I Hear You Calling"" at shows throughout 2014.",0,11,== Covers and appreciation ==,1047779
"His song ""Be Not So Fearful"" got a cover by A.C. Newman in 2014, and was used in the episode ""Us"" of The Walking Dead.",0,12,== Covers and appreciation ==,1047779
"In 2008 the English singer Marc Almond recorded a live version of ""Cosmic Boxer"" and it was released on his album In 'Bluegate Fields': Live at Wilton's Music Hall.",1,12,== Covers and appreciation ==,1047779
==,0,13,== Discography ==,1047779
Discography ==,1,13,== Discography ==,1047779
===,0,14,== Discography == | === Albums ===,1047779
Albums ===,1,14,== Discography == | === Albums ===,1047779
"Bill Fay (Deram, 1970)",0,15,== Discography == | === Albums ===,1047779
"Time of the Last Persecution (Deram, 1971)",0,16,== Discography == | === Albums ===,1047779
"Tomorrow, Tomorrow & Tomorrow (recorded 1978-1981; Durtro, 2005)",0,17,== Discography == | === Albums ===,1047779
"Life Is People (Dead Oceans, 2012)",0,18,== Discography == | === Albums ===,1047779
Who Is the Sender?,0,19,== Discography == | === Albums ===,1047779
"(Dead Oceans, 2015)",1,19,== Discography == | === Albums ===,1047779
"Countless Branches (Dead Oceans, 2020)",0,20,== Discography == | === Albums ===,1047779
===,0,21,== Discography == | === Compilation albums ===,1047779
Compilation albums ===,1,21,== Discography == | === Compilation albums ===,1047779
"From the Bottom of an Old Grandfather Clock (recorded 1966-1970; Wooden Hill, 2004)",0,22,== Discography == | === Compilation albums ===,1047779
"Still Some Light (2CD, recorded 1970, 1971, 2009; Coptic Cat, 2010) (compilation of early 1970–1971 studio recordings and 2009 new material home recordings)",0,23,== Discography == | === Compilation albums ===,1047779
==,0,24,== Notes ==,1047779
Notes ==,1,24,== Notes ==,1047779
==,0,25,== References ==,1047779
References ==,1,25,== References ==,1047779
==,0,26,== External links ==,1047779
External links ==,1,26,== External links ==,1047779
Fansite & infoThe only dedicated Bill Fay site,0,27,== External links ==,1047779
"Dead Oceans, Bill FayInterviewsRobert Leeming, A Conversation with Bill Fay – Part One",0,28,== External links ==,1047779
"Linda Wertheimer, Bill Fay: A Cult Figure Returns, Skeptical But Optimistic, interview with Bill Fay",0,29,== External links ==,1047779
"aquarium drunkard, Bill Fay :: The Aquarium Drunkard InterviewVideoclipsVideo of John Howard's 2008 cover version of Bill Fay's ""Be Not So Fearful""",0,30,== External links ==,1047779
