types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatItalianStageActors,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/WikicatPeopleFromPalermo,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/Comedian109940146,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
http://dbpedia.org/class/yago/Wikicat20th-centuryItalianPeople,http://dbpedia.org/resource/Ciccio_Ingrassia,Ciccio Ingrassia,161,73,1.0,0.0,1,5,== Career ==
