types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatSlavicLegendaryCreatures,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/Devil109542339,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/EvilSpirit109541919,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/LegendaryCreature109487022,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/Monster109491966,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/MythicalBeing109484664,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/MythicalMonster109492123,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/Spirit109545324,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Leshy,Leshy,69,30,0.9999999999840412,0.0,0,32,== Cartoons ==
