types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Kathleen_Lloyd,Kathleen Lloyd,25,69,1.0,0.0,3,1,
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Kathleen_Lloyd,Kathleen Lloyd,25,69,1.0,0.0,3,1,
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Kathleen_Lloyd,Kathleen Lloyd,25,69,1.0,0.0,3,1,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Kathleen_Lloyd,Kathleen Lloyd,25,69,1.0,0.0,3,1,
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Kathleen_Lloyd,Kathleen Lloyd,25,69,1.0,0.0,3,1,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/WikicatAmericanFilmDirectors,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/WikicatAmericanScreenwriters,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/WikicatAmericanTelevisionDirectors,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/WikicatApplebyCollegeAlumni,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/WikicatCanadianFilmProducers,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/WikicatColumbiaUniversityAlumni,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Administrator109770949,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Director110014939,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/FilmDirector110088200,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/FilmMaker110088390,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Head110162991,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Producer110480018,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Screenwriter110564400,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Scriptwriter110564905,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/John_Kent_Harrison,John Kent Harrison,34,61,1.0,0.0,0,6,== Filmography ==
