types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Educator110045713,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/Professional110480253,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/Wikicat20th-centuryClassicalComposers,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/WikicatFrenchComposers,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/WikicatFrenchMusicEducators,http://dbpedia.org/resource/Édith_Canat_de_Chizy,Edith Canat de Chizy,20,0,1.0,0.0,0,0,
http://dbpedia.org/class/yago/WikicatCountrySubdivisionsOfEurope,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/Subdivision108674251,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/WikicatSubdivisionsOfFrance,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/WikicatThird-levelAdministrativeCountrySubdivisions,http://dbpedia.org/resource/Arrondissements_of_France,arrondissement,3121,137,0.5887191843053865,0.6474158206207921,0,3,== Life and career ==
http://dbpedia.org/class/yago/WikicatDuneCharacters,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/WikicatDuneFamilies,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/WikicatDuneOrganizations,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Automaton102761392,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Computer103082979,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Domain108556491,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Empire108557482,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Family108078020,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Government108050678,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Machine103699975,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Mechanism103738472,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Polity108050385,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/WikicatFictionalCompanies,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/WikicatFictionalComputers,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/WikicatFictionalGovernments,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/WikicatFictionalMilitaryOrganizations,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/WikicatFictionalOrganizations,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/WikicatFictionalRobots,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://dbpedia.org/class/yago/WikicatGalacticEmpires,http://dbpedia.org/resource/Organizations_of_the_Dune_universe,Tlaloc,745,0,0.9399294934585524,0.0637279016862871,0,61,== Honours and awards == | === Works for solo instrument ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/L'Invisible,L'Invisible,3,0,0.7523396668447232,0.0,0,97,== Honours and awards == | === Vocal works ===
